ILOC_CODE_2016,NsQ_Ce_II_IndSt_nsP,NsQ_Crt_II_TotM,NsQ_Crt_II_TotF,NsQ_Crt_II_TotP,NsQ_Crt_III_ovr_Ind_M,NsQ_Crt_III_ovr_Ind_F,NsQ_Crt_III_ovr_Ind_P,NsQ_Cer_III_ov_No_In_M,NsQ_Cer_III_ov_No_In_F,NsQ_Cer_III_ov_No_In_P,NsQ_Ce_III_ov_Ind_s_nsM,NsQ_Ce_III_ov_Ind_s_nsF,NsQ_Ce_III_ov_Ind_s_nsP,NsQ_Crt_III_ovr_TotM,NsQ_Crt_III_ovr_TotF,NsQ_Crt_III_ovr_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
ILOC70100206,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,5,43,43,83,0,0,0,0,0,0,43,44,89,20,7,27,0,0,0,0,0,0,20,7,27,39,39,80,0,0,0,0,0,0,39,39,80,16,9,29,0,0,0,0,0,0,16,10,27
ILOC70100207,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,38,46,80,0,0,0,0,0,0,38,46,80,8,9,15,0,0,0,0,0,0,6,9,15,29,33,63,0,0,0,0,0,0,29,33,63,7,9,21,0,0,0,0,0,0,12,9,24
ILOC70200102,0,8,10,18,22,10,31,6,0,7,0,0,0,25,14,35,231,237,465,17,16,35,0,0,0,250,255,503,7,11,20,0,9,11,0,0,0,11,21,34,199,213,411,8,4,13,0,0,0,208,217,425,23,15,39,15,17,32,0,0,0,33,33,69
ILOC70200103,0,0,3,3,3,4,11,3,0,7,0,0,0,7,8,16,72,80,151,15,18,37,3,0,3,91,96,190,9,8,15,9,12,19,0,0,0,20,18,32,57,70,125,17,12,32,0,0,3,75,87,157,17,16,33,12,12,25,0,0,0,30,26,56
ILOC70200104,0,3,0,5,4,3,8,0,3,3,0,0,0,9,7,11,77,98,172,9,3,13,0,0,0,84,99,185,4,3,10,3,3,3,0,0,0,5,9,13,79,88,165,5,0,4,0,0,0,81,93,172,6,5,8,4,3,11,0,0,0,11,12,18
ILOC70200201,0,0,0,0,3,3,4,0,0,0,0,0,0,9,3,10,219,220,437,11,4,16,0,0,0,227,229,451,0,8,8,0,8,6,0,0,0,7,16,20,184,186,375,0,3,4,0,0,0,188,192,381,9,13,27,6,9,21,0,0,0,23,20,45
ILOC70200301,0,0,0,0,0,0,0,3,5,7,0,0,0,7,3,7,28,39,71,13,10,26,0,0,0,43,52,97,3,9,14,7,5,10,6,0,3,13,14,22,24,39,67,12,9,17,0,0,0,39,47,86,9,7,13,5,8,13,6,0,3,12,15,31
ILOC70200302,0,0,0,0,3,3,5,0,0,6,0,0,0,6,3,10,8,22,27,7,12,16,0,0,0,16,26,51,0,0,3,7,4,12,0,0,0,5,6,16,11,21,29,3,3,7,0,0,0,10,23,37,0,0,3,10,10,23,0,0,0,10,12,24
ILOC70200303,0,4,3,7,7,4,8,0,0,0,0,0,0,7,4,8,105,96,203,3,0,3,0,0,0,107,103,211,3,11,8,0,4,4,0,0,0,3,14,16,94,75,164,0,0,5,0,0,0,90,76,171,11,15,27,0,4,6,0,0,0,12,19,32
ILOC70200304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,49,86,0,0,0,0,0,0,40,49,86,0,0,4,0,0,0,0,0,0,0,0,4,29,38,73,0,0,0,0,0,0,29,38,73,3,7,9,0,0,0,0,0,0,3,7,9
ILOC70200305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,90,170,0,0,0,0,0,0,82,90,170,0,3,3,0,0,0,0,0,0,0,3,3,70,86,152,0,0,0,0,0,0,70,86,152,0,3,3,0,0,0,0,0,0,0,3,3
ILOC70200306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,53,99,0,0,0,0,0,0,40,53,99,0,0,0,0,0,0,0,0,0,0,0,0,32,48,78,0,0,0,0,0,0,32,48,78,11,3,14,0,0,0,0,0,0,11,3,14
ILOC70200401,0,0,0,0,6,4,11,4,0,5,0,0,0,13,3,15,74,72,139,4,6,7,0,0,0,78,74,155,13,3,21,6,4,10,0,0,0,17,7,28,67,69,132,0,0,3,0,0,0,67,67,133,7,3,12,8,8,18,0,0,0,18,14,31
ILOC70200402,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,18,8,28,0,0,0,18,8,28,0,0,0,3,11,15,0,0,0,3,11,10,0,0,0,6,0,12,0,0,0,6,0,12,0,0,0,12,16,21,0,0,0,13,16,27
ILOC70200501,0,0,0,5,6,7,13,4,0,6,0,0,0,16,7,23,76,85,168,12,15,33,0,0,0,92,102,198,0,3,6,7,5,10,0,0,0,6,5,12,65,65,131,7,9,19,0,0,0,72,74,146,15,18,30,13,9,17,0,0,0,22,23,42
ILOC70200502,0,3,0,3,3,0,6,12,3,14,0,0,0,15,3,17,54,52,105,44,24,66,0,0,0,93,77,174,27,19,52,14,9,24,0,0,0,42,36,75,57,59,115,22,15,37,0,0,0,80,66,151,22,15,38,28,21,46,0,0,0,50,35,81
ILOC70200503,0,0,0,0,10,8,13,4,0,3,0,0,0,10,8,18,68,67,134,4,0,5,0,0,0,74,70,142,3,4,9,0,0,3,0,0,0,3,5,8,51,55,103,0,0,4,0,0,0,49,54,102,14,13,26,6,3,6,0,0,0,17,17,33
ILOC70200601,0,5,0,4,5,5,11,0,0,0,0,0,0,9,5,13,78,63,141,0,3,3,0,0,0,78,62,148,0,3,6,7,3,10,0,0,0,8,6,17,71,62,128,0,0,0,0,0,0,71,57,129,5,4,13,3,5,11,0,0,0,11,14,20
ILOC70200602,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,7,62,80,144,3,0,3,0,0,0,69,81,147,4,3,8,7,4,11,0,0,0,14,7,20,56,62,114,0,0,0,0,0,0,52,62,110,7,19,30,10,3,9,0,0,0,17,26,40
ILOC70200701,0,9,13,18,9,17,22,3,0,3,0,0,0,12,17,26,206,241,448,10,16,27,3,3,7,218,265,480,16,19,30,5,7,16,0,0,0,23,30,48,172,203,378,0,7,11,4,0,0,177,208,388,29,37,60,17,16,34,0,0,3,42,57,95
ILOC70200801,0,0,0,0,6,5,12,8,3,11,0,0,0,11,7,24,114,124,238,22,17,38,0,0,0,135,146,276,10,18,31,12,15,29,0,0,0,23,28,57,90,110,208,7,3,13,0,0,0,102,120,218,24,22,48,25,20,51,0,0,0,49,44,97
ILOC70200802,0,0,0,3,0,0,3,17,10,25,0,0,0,16,10,25,34,33,62,23,27,56,0,0,0,62,58,118,5,7,12,28,27,53,3,0,0,37,31,70,30,32,58,15,8,22,0,0,0,40,41,79,14,6,18,39,40,85,3,0,0,57,52,100
ILOC70200901,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,4,46,52,92,3,3,6,0,0,3,50,49,99,0,5,5,4,0,3,0,0,0,4,3,9,37,48,85,0,0,0,0,0,3,38,49,86,0,3,3,3,0,4,0,0,0,5,3,9
ILOC70200902,0,11,15,27,31,26,55,113,50,161,0,4,3,140,81,223,110,115,228,231,196,428,3,5,7,344,316,668,64,60,128,162,147,309,3,7,6,231,216,444,72,60,135,91,73,160,4,4,5,170,139,306,92,107,199,297,271,560,4,7,7,394,382,768
ILOC70201001,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,88,113,199,5,6,8,0,0,0,91,119,209,3,4,11,6,5,11,3,0,5,13,9,20,68,95,162,0,0,6,0,0,0,73,95,167,16,14,28,6,9,17,3,0,5,21,24,45
ILOC70201002,0,0,0,3,3,0,3,11,0,14,0,0,0,13,0,14,6,0,6,37,9,39,0,0,0,40,6,49,5,9,15,11,3,12,0,0,0,14,8,27,6,3,8,15,3,18,0,0,0,23,7,31,3,3,7,22,4,26,0,0,0,28,7,41
ILOC70201101,0,0,0,0,5,0,7,3,4,7,0,0,0,7,3,17,135,175,319,3,7,8,0,0,0,143,182,329,7,3,6,11,9,21,0,0,0,13,17,33,118,161,284,0,0,3,0,0,0,123,165,289,4,3,8,12,12,26,0,0,0,15,17,34
ILOC70201102,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,37,36,72,0,0,0,0,0,0,37,36,72,3,3,6,0,0,0,0,0,0,3,3,6,28,33,64,0,0,0,0,0,0,28,33,64,3,3,6,0,0,0,0,0,0,3,3,6
ILOC70201201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,15,0,0,0,0,0,0,3,13,15,0,0,3,0,0,0,0,0,0,0,0,3,7,9,14,0,0,0,0,0,0,7,9,14,0,0,5,0,0,0,0,0,0,0,0,5
ILOC70201202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,65,0,0,3,0,0,0,31,32,64,0,0,0,0,0,0,0,0,3,0,0,4,25,26,54,0,0,0,0,0,0,25,26,54,5,0,4,0,0,0,0,0,3,8,3,10
ILOC70201203,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,19,21,40,0,0,0,0,0,0,19,21,40,3,11,16,0,0,0,0,0,0,3,11,16,15,22,43,0,0,0,0,0,0,15,22,43,10,12,20,0,0,0,0,0,0,10,12,20
ILOC70201204,0,0,0,0,6,4,7,8,0,8,0,0,0,11,7,15,176,199,382,11,16,30,0,0,0,186,218,404,7,13,20,5,4,14,0,0,0,12,16,33,151,185,334,0,4,10,0,0,0,147,194,341,14,10,22,16,19,29,0,0,0,26,32,57
ILOC70201301,0,0,0,0,3,0,3,4,0,7,0,0,0,5,0,6,143,185,328,13,17,26,0,0,0,159,199,355,12,15,23,3,5,4,0,0,0,14,18,32,124,179,299,6,4,6,0,0,0,129,179,313,10,14,23,10,11,23,0,0,0,16,26,51
ILOC70201302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC70201401,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,62,78,142,4,4,9,0,0,0,66,83,150,5,11,17,0,4,4,0,0,0,10,10,20,61,71,130,0,0,0,0,0,0,59,70,131,8,11,21,7,4,9,0,0,0,14,18,33
ILOC70201402,0,0,0,0,3,4,12,4,3,9,0,0,0,7,10,20,57,56,110,17,12,24,0,0,0,70,67,137,7,11,15,5,0,7,0,0,0,9,11,20,34,38,74,11,4,18,0,0,0,46,48,90,19,21,46,13,7,13,0,0,0,34,25,58
ILOC70201403,0,0,0,0,0,0,3,4,4,5,0,0,0,3,4,10,26,27,52,26,13,39,0,0,0,47,45,90,4,3,7,3,3,7,0,0,0,13,6,18,22,21,39,10,4,18,0,0,0,28,27,56,4,5,5,16,11,28,0,0,0,23,16,37
ILOC70201404,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,44,41,82,0,3,4,0,0,0,46,40,82,6,5,8,0,0,0,0,0,0,5,4,11,38,37,80,0,0,3,0,0,0,40,42,78,8,3,6,0,0,0,0,0,0,7,3,14
ILOC70201501,0,3,0,3,0,0,0,6,0,6,0,0,0,6,0,6,108,149,256,13,10,22,0,0,0,122,159,277,7,3,7,3,3,6,0,0,0,8,11,17,104,139,237,10,8,15,0,0,0,110,144,255,0,3,3,4,7,11,0,0,0,5,10,14
ILOC70201601,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,94,92,189,3,0,5,0,0,0,101,97,190,7,0,7,0,0,0,0,0,0,7,7,13,87,89,172,0,0,3,0,0,0,91,91,179,3,3,8,0,0,7,0,0,0,9,10,12
ILOC70201701,0,0,0,0,10,3,15,7,7,9,0,0,0,16,6,25,267,310,575,22,23,48,0,0,0,294,334,622,19,15,33,13,14,28,3,3,3,31,32,64,233,270,504,6,11,16,0,0,0,245,284,525,24,19,41,28,32,58,3,3,3,52,48,100
ILOC70300101,0,7,4,14,15,9,21,162,65,228,0,0,4,172,73,247,61,73,136,679,647,1319,3,10,10,740,725,1467,16,23,35,152,158,312,0,0,0,168,182,351,45,48,89,407,400,801,4,7,13,452,453,905,30,43,69,389,379,774,0,0,0,422,425,843
ILOC70300102,0,10,10,20,13,6,19,227,88,314,0,0,3,237,101,337,59,59,115,1145,1047,2192,11,6,20,1221,1116,2334,21,13,31,369,358,726,0,0,0,387,372,754,34,36,74,654,616,1269,9,5,10,696,660,1354,30,30,63,815,736,1554,3,3,10,848,778,1622
ILOC70300201,0,10,16,29,13,22,36,222,97,318,0,3,3,235,120,355,96,117,211,786,783,1566,10,9,24,887,914,1799,11,13,26,133,137,265,0,0,0,143,150,294,65,79,144,531,513,1043,5,7,18,606,598,1206,39,39,79,345,365,712,0,3,6,383,404,794
ILOC70300202,0,9,10,20,17,9,24,218,103,317,0,0,0,231,109,341,98,112,211,810,757,1569,11,4,20,918,879,1800,14,12,25,156,180,336,0,3,3,173,193,367,60,81,142,532,504,1033,7,0,7,594,590,1185,45,39,79,402,389,791,10,3,8,455,428,879
ILOC70300301,0,3,3,8,9,7,14,0,0,0,0,0,0,9,7,14,99,111,209,3,0,3,0,0,0,100,114,213,29,20,48,0,0,0,0,0,0,29,20,48,81,94,178,3,0,3,0,0,0,80,101,179,40,32,72,0,0,0,0,0,0,40,32,72
ILOC70300302,0,14,24,41,17,8,27,275,118,397,5,0,5,306,130,432,72,84,156,1085,1100,2182,15,8,17,1164,1195,2359,31,22,56,420,452,869,0,7,9,452,477,931,37,40,82,591,638,1226,5,8,15,632,687,1320,53,51,109,843,852,1691,6,5,12,901,909,1812
ILOC70300303,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,6,11,14,0,0,0,0,0,0,7,11,17,0,4,4,0,0,0,0,0,0,0,4,4,4,11,8,0,0,0,0,0,0,6,11,12,4,4,11,0,0,0,0,0,0,4,4,11
ILOC70300304,0,0,3,3,5,3,13,42,22,65,0,0,0,49,28,78,53,43,90,152,150,304,0,0,0,207,188,394,17,8,20,40,40,80,0,0,0,59,45,104,45,36,83,107,91,199,0,0,0,153,133,278,15,11,24,89,80,170,0,0,0,102,95,190
ILOC70300401,0,3,9,8,8,3,13,74,28,103,0,0,0,88,34,118,47,52,104,221,175,391,5,15,21,274,241,516,18,8,25,46,50,93,0,0,0,56,58,118,40,37,77,179,130,309,6,3,8,226,167,396,19,19,41,77,85,163,3,5,5,96,112,214
ILOC70300402,0,4,9,17,8,8,9,18,9,29,0,0,0,25,19,47,47,60,103,91,65,156,3,0,3,137,126,261,24,38,58,20,18,44,0,3,3,46,53,103,22,31,49,61,32,92,0,0,0,79,64,147,36,57,93,48,44,97,0,3,5,88,101,192
ILOC70300403,0,3,3,4,3,0,3,0,0,0,0,0,0,3,0,3,82,69,149,0,3,3,0,0,0,82,74,153,0,0,4,0,0,0,0,0,0,3,0,3,80,58,133,0,0,3,0,0,0,79,56,135,4,7,14,0,0,3,0,0,0,3,6,18
ILOC70300404,0,4,8,15,6,6,13,149,34,186,6,0,6,162,45,200,32,39,71,411,329,739,13,7,17,449,371,828,12,22,30,54,47,103,0,0,4,63,68,134,28,28,57,281,209,488,9,5,10,314,240,551,15,25,38,163,163,328,0,0,4,182,194,374
ILOC70300501,0,31,20,42,22,9,24,584,201,781,0,0,0,603,207,814,62,50,110,1564,1114,2677,10,4,13,1635,1173,2805,33,37,63,1220,1073,2293,9,7,11,1257,1111,2369,28,40,65,447,325,771,4,3,8,484,367,849,56,50,102,2304,1806,4110,7,7,12,2368,1862,4232
ILOC70300502,0,10,17,24,15,13,25,439,157,599,0,0,4,456,175,628,60,60,120,1649,1614,3257,14,13,23,1722,1680,3402,22,32,56,610,627,1231,0,3,3,633,665,1299,40,33,76,833,781,1618,8,6,13,885,829,1707,36,57,85,1350,1346,2696,6,3,7,1389,1411,2797
ILOC70300503,0,13,14,32,12,7,20,384,145,529,3,0,3,397,154,552,40,40,87,1281,1099,2382,11,10,18,1336,1152,2482,24,29,50,637,583,1218,6,3,9,665,619,1282,19,7,24,510,442,956,11,4,10,539,458,996,45,58,104,1359,1176,2531,7,8,17,1406,1240,2651
ILOC70300504,0,26,25,48,22,11,35,734,286,1023,3,4,8,765,304,1069,70,76,145,1966,1775,3742,9,16,23,2049,1861,3914,36,31,70,926,895,1821,0,7,8,963,931,1899,26,40,68,863,790,1654,7,11,22,899,840,1739,78,68,143,1948,1783,3734,5,7,10,2036,1859,3891
ILOC70300601,0,21,22,40,33,40,70,383,160,544,0,0,0,420,206,621,259,296,554,1487,1461,2949,8,18,27,1755,1779,3538,48,81,129,245,276,524,3,0,3,297,360,654,170,206,379,994,955,1949,10,14,19,1177,1170,2349,107,142,245,676,703,1384,7,4,8,784,855,1638
ILOC70300701,0,3,9,16,3,3,4,100,40,139,5,4,7,107,45,150,32,26,53,254,233,492,14,13,25,298,274,570,6,12,16,39,32,72,0,0,0,45,49,92,21,28,47,154,131,279,9,6,11,177,154,336,13,10,24,128,119,241,9,9,10,144,129,277
ILOC70300702,0,15,24,36,28,20,49,496,195,697,8,3,9,536,213,748,93,83,181,1110,1025,2132,17,22,39,1225,1130,2351,30,26,55,241,223,463,3,3,4,275,256,524,51,44,99,722,652,1376,19,12,23,798,702,1496,57,48,106,564,543,1107,3,10,12,628,600,1232
ILOC70300703,0,11,14,28,16,15,29,399,120,515,10,3,10,423,138,558,100,87,180,972,738,1710,31,24,56,1101,849,1949,28,29,56,178,144,324,8,3,8,213,179,386,61,56,109,596,463,1053,17,16,31,669,529,1198,50,54,104,491,368,857,13,5,17,558,423,976
ILOC70300704,0,29,23,48,44,13,59,1237,236,1466,14,0,17,1294,246,1545,138,113,252,2259,1367,3619,24,16,41,2418,1492,3912,28,23,50,747,263,1012,7,3,9,782,287,1075,92,74,168,1351,923,2270,19,14,31,1458,1009,2469,74,47,118,1600,639,2238,6,4,13,1682,690,2368
ILOC70300705,0,23,55,74,70,29,98,1263,440,1702,22,7,30,1355,470,1822,265,224,489,3119,2772,5892,64,60,124,3447,3061,6508,32,35,73,502,469,972,12,12,20,551,515,1065,162,148,317,2091,1837,3931,49,39,90,2307,2031,4332,111,94,205,1336,1256,2585,19,19,33,1465,1359,2824
ILOC70300706,0,0,0,0,8,3,9,49,15,60,0,0,0,54,15,75,25,32,51,115,121,241,5,5,17,143,160,301,9,9,23,21,15,33,0,3,5,37,27,61,19,28,50,89,96,180,3,3,7,111,125,234,4,7,17,44,42,88,8,4,15,61,57,114
ILOC70300801,0,15,22,33,17,27,43,260,106,364,3,3,5,277,133,411,162,217,378,876,871,1749,18,16,32,1055,1102,2156,18,32,51,169,190,358,3,3,6,194,221,414,115,139,251,604,591,1195,10,6,19,722,740,1466,57,84,143,393,425,811,11,8,18,458,515,979
ILOC70300901,0,15,15,29,24,15,37,413,129,547,3,0,7,439,145,587,149,158,310,1053,834,1883,12,11,15,1215,996,2212,52,43,91,351,272,624,0,0,3,405,316,721,55,48,105,539,448,990,6,3,5,598,504,1098,137,124,265,829,617,1442,8,4,13,971,739,1711
ILOC70301001,0,4,11,13,4,3,7,134,55,186,0,0,0,136,54,193,52,49,104,577,592,1175,6,13,24,639,655,1295,23,18,43,98,100,204,0,3,3,125,121,245,40,41,85,391,386,771,6,13,22,433,437,876,25,21,45,258,274,529,0,3,3,286,299,585
ILOC70301002,0,13,20,27,20,11,27,235,67,304,0,0,0,254,78,331,65,60,120,728,735,1465,9,9,11,802,801,1599,18,17,31,265,246,508,0,4,4,280,265,544,46,47,99,477,463,942,4,4,8,526,519,1047,25,22,41,494,474,967,3,3,3,523,496,1019
ILOC70301101,0,3,6,14,13,13,20,170,63,238,3,3,3,189,81,269,68,76,146,678,614,1292,14,3,20,760,693,1452,14,12,26,137,124,263,0,3,3,148,138,290,44,38,82,456,415,867,12,7,12,505,460,962,26,35,63,324,306,633,0,7,7,352,347,703
ILOC70301102,0,7,3,14,10,8,21,156,55,207,0,0,3,166,66,225,54,53,111,696,640,1336,6,3,13,751,698,1453,30,13,46,191,166,357,0,3,3,214,182,399,40,46,81,457,418,876,0,3,7,496,465,962,39,28,66,378,346,723,0,3,5,418,380,794
ILOC70301103,0,6,7,13,4,4,6,165,51,216,0,0,0,169,55,221,39,55,94,643,600,1246,7,7,18,695,665,1360,16,15,28,110,130,237,0,3,3,129,143,272,23,35,64,458,425,881,7,7,18,494,470,963,23,26,46,279,282,558,0,3,3,307,308,608
ILOC70301201,0,13,12,25,11,6,16,295,126,418,3,0,3,310,129,442,53,55,106,1138,1088,2222,14,7,23,1203,1143,2351,11,21,32,451,478,929,3,7,3,465,499,964,23,33,62,619,604,1223,15,5,18,657,646,1306,36,35,67,912,907,1819,8,4,15,952,948,1895
ILOC70301202,0,4,11,23,14,11,26,228,85,309,3,0,3,251,92,345,54,61,118,913,928,1844,14,3,21,981,995,1979,18,20,42,338,370,709,3,3,4,358,397,752,26,29,62,470,492,964,12,0,12,508,527,1032,42,49,89,742,754,1500,4,0,7,788,803,1594
ILOC70301301,3,72,114,184,98,89,192,1831,889,2721,12,0,12,1942,984,2929,370,376,747,4181,4122,8304,28,27,52,4579,4524,9103,201,219,418,2104,2140,4244,20,17,34,2328,2372,4699,152,159,310,1458,1475,2935,17,11,26,1620,1642,3266,353,380,727,4318,4317,8637,28,30,54,4696,4723,9421
ILOC70301302,0,16,25,40,22,20,39,319,116,432,9,0,10,346,137,481,116,135,251,849,790,1637,12,11,20,970,929,1906,41,43,88,221,225,450,8,0,8,273,273,545,69,88,159,465,406,868,0,0,4,534,493,1030,65,74,139,551,547,1099,14,7,15,633,628,1257
ILOC70301303,0,29,31,65,25,17,40,702,337,1039,3,3,4,730,353,1088,108,107,214,1739,1628,3359,15,22,41,1858,1751,3618,60,35,96,748,743,1492,0,7,9,815,789,1600,50,41,95,799,715,1516,14,18,28,864,776,1640,95,74,166,1507,1473,2981,3,7,12,1604,1555,3162
ILOC70301304,0,19,28,47,26,18,48,291,141,432,3,0,3,319,163,484,198,191,387,918,874,1796,17,12,30,1129,1078,2211,53,52,108,196,198,398,0,0,0,250,253,504,114,92,205,557,522,1081,10,6,9,679,616,1298,98,120,217,511,488,997,9,11,11,612,619,1234
ILOC70301305,0,21,29,50,30,42,69,252,122,368,0,3,3,281,161,444,251,280,532,761,740,1506,19,12,30,1035,1035,2063,68,82,148,136,114,251,4,4,11,209,197,409,151,181,336,507,466,972,17,10,23,675,660,1330,120,138,257,332,345,683,3,7,5,454,490,949
ILOC70301306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,59,0,0,0,0,0,0,33,28,60,9,10,12,0,0,0,0,0,0,10,10,16,28,25,55,0,0,0,0,0,0,28,25,58,5,8,10,0,0,0,0,0,0,5,8,10
ILOC70301307,0,23,27,46,31,31,61,359,184,538,0,0,3,387,217,608,178,181,358,963,964,1932,3,8,7,1143,1156,2296,46,51,95,212,194,411,6,4,3,267,246,514,111,109,225,616,595,1207,3,0,7,727,705,1437,81,95,178,493,504,994,0,3,9,578,604,1181
ILOC70301401,0,15,41,58,39,20,61,810,371,1186,4,3,5,854,400,1257,165,143,308,2827,2773,5599,24,30,53,3016,2950,5961,67,73,136,1152,1144,2301,6,11,20,1228,1229,2453,86,73,159,1274,1277,2551,16,17,26,1370,1371,2741,121,123,238,2422,2369,4797,17,23,36,2562,2516,5074
ILOC70301402,0,3,3,6,18,17,31,196,67,264,3,0,4,217,82,298,90,103,192,747,768,1520,15,14,22,850,880,1736,34,35,70,183,221,404,0,0,0,224,250,473,76,72,147,475,472,948,18,6,27,565,554,1117,45,54,99,410,459,864,3,3,6,452,520,969
ILOC70400101,0,3,8,12,19,5,23,52,9,59,0,0,0,71,19,87,49,43,99,111,80,194,7,3,8,171,130,296,10,5,24,43,18,61,0,0,0,55,30,88,41,38,76,67,49,115,0,0,0,109,86,195,16,14,29,84,48,130,3,3,8,108,60,165
ILOC70400102,0,0,0,0,3,4,5,0,0,0,0,0,0,3,4,5,40,29,71,0,0,0,0,0,0,40,29,71,4,0,5,0,0,0,0,0,0,4,0,5,27,30,57,0,0,0,0,0,0,27,30,57,7,5,8,0,0,0,0,0,0,7,5,8
ILOC70400103,0,0,0,0,7,4,14,4,0,4,0,0,0,11,9,16,127,152,281,9,4,9,0,0,0,134,157,293,5,4,7,10,12,15,0,0,0,14,11,27,112,143,256,6,0,6,0,0,0,113,145,261,4,6,10,12,8,17,0,0,0,18,14,27
ILOC70400104,0,9,8,13,0,0,0,0,0,0,0,0,0,0,0,0,151,186,339,10,9,17,0,0,0,160,197,358,6,9,10,4,0,7,0,0,0,11,6,19,138,168,306,3,0,3,0,0,0,137,168,305,3,4,12,9,7,14,0,0,0,11,14,24
ILOC70400105,0,0,4,3,5,3,6,0,0,0,0,0,0,5,3,6,51,55,114,6,0,10,0,0,0,57,60,121,5,4,8,7,0,7,0,0,0,7,4,15,47,56,97,3,0,3,0,0,0,53,56,102,8,4,11,6,0,9,0,0,0,9,4,16
ILOC70400106,0,9,4,15,0,3,6,11,9,23,0,0,0,17,14,30,56,54,108,69,51,121,3,3,6,127,113,243,12,9,26,10,7,18,0,0,0,23,18,40,42,45,88,47,26,73,3,3,6,86,82,167,21,15,40,37,29,60,0,0,0,60,45,98
ILOC70400201,0,7,7,10,17,10,25,101,24,122,3,0,7,124,33,159,101,92,190,257,214,473,12,6,21,364,317,680,29,23,49,66,68,132,4,0,5,98,93,189,71,63,135,121,87,200,10,3,14,202,150,353,39,35,77,179,168,350,4,5,12,230,210,439
ILOC70400202,0,4,9,12,17,6,21,64,19,85,0,3,3,78,29,103,79,67,146,254,179,429,7,3,9,328,251,583,12,16,26,61,46,101,0,7,7,73,67,139,55,48,100,176,112,283,0,8,7,226,169,396,24,29,53,131,99,228,0,0,4,155,123,283
